Premise,Hypothesis,Label
and the lack of a registered phone number all suggest potential financial instability and lack of reliable contact information,the customer is Bad credit,entailment
low balance in both checking and savings accounts,the customer is Bad credit,entailment
and a foreign worker status,the customer is Bad credit,entailment
"Additionally, the low disposable income and the presence of other installment plans (banks) further contribute to the negative assessment",the customer is Bad credit,entailment
low checking account balance,the customer is Bad credit,entailment
high installment rate exceeding 50% of disposable income,the customer is Bad credit,entailment
and being a foreign worker,the customer is Bad credit,entailment
"Short employment history, Less than a year of current employment raises concerns about stability and income reliability",the customer is Bad credit,entailment
"Low savings, A low balance in the saving account suggests limited financial resources and potential difficulty managing debt",the customer is Bad credit,entailment
"High installment rate, A high percentage of disposable income dedicated to installments indicates a potentially unsustainable financial burden",the customer is Bad credit,entailment
"Foreign worker status, This could indicate a lack of established credit history in the country",the customer is Bad credit,entailment
"Young age, While not inherently bad, a young age combined with other factors suggests a higher risk of financial instability",the customer is Bad credit,entailment
The high loan amount,the customer is Bad credit,entailment
long loan duration,the customer is Bad credit,entailment
and high installment rate suggest a high risk of default,the customer is Bad credit,entailment
"Additionally, the foreign worker status and lack of a stable employment history raise further concerns",the customer is Bad credit,entailment
The combination of a foreign worker status,the customer is Bad credit,entailment
short employment history,the customer is Bad credit,entailment
low savings,the customer is Bad credit,entailment
and high installment rate suggests a higher risk of default,the customer is Bad credit,entailment
"Additionally, the lack of a registered phone number and the presence of other installment plans (likely from banks) further contribute to a negative credit profile",the customer is Bad credit,entailment
a high installment rate as a percentage of disposable income,the customer is Bad credit,entailment
and a foreign worker status,the customer is Bad credit,entailment
The customer has a high checking account balance,the customer is Good credit,entailment
a low loan amount,the customer is Good credit,entailment
a high saving account balance,the customer is Good credit,entailment
long-term employment,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
a car as property,the customer is Good credit,entailment
an age above the bank's median,the customer is Good credit,entailment
no other installment plans,the customer is Good credit,entailment
own housing,the customer is Good credit,entailment
a job as a skilled employee or resident,the customer is Good credit,entailment
"The customer has several red flags, including a negative checking account balance",the customer is Bad credit,entailment
unemployment,the customer is Bad credit,entailment
"Additionally, the customer's job status is not a skilled employee or a resident, and they are a foreign worker, which may indicate financial instability and a higher risk of default",the customer is Bad credit,entailment
The customer has a high salary assignment for at least 1 year,the customer is Good credit,entailment
a loan duration shorter than 50% of all cases in the bank,the customer is Good credit,entailment
a loan amount lower than 50% of all cases in the bank,the customer is Good credit,entailment
a present employment between 1 year to 4 years,the customer is Good credit,entailment
an installment rate lower than 50% of all cases in the bank,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
a property in building society savings agreement or life insurance,the customer is Good credit,entailment
an age older than 50% of all cases in the bank,the customer is Good credit,entailment
no other installment plans,the customer is Good credit,entailment
a housing status of own,the customer is Good credit,entailment
a job as a skilled employee or a resident,the customer is Good credit,entailment
a number of people being liable to provide maintenance for equal to or more than 1,the customer is Good credit,entailment
"The customer is considered to have good credit due to a combination of factors, including a high salary assignment for at least 1 year",the customer is Good credit,entailment
a loan duration shorter than 50% of all cases in the bank,the customer is Good credit,entailment
a loan amount lower than 50% of all cases in the bank,the customer is Good credit,entailment
a present employment duration between 1 year to 4 years,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
a property status of real estate,the customer is Good credit,entailment
no other installment plans,the customer is Good credit,entailment
a housing status of own,the customer is Good credit,entailment
a job as a skilled employee or resident,the customer is Good credit,entailment
and a number of people being liable to provide maintenance for equal to or more than 1,the customer is Good credit,entailment
"The customer has several red flags, including a low checking account balance",the customer is Bad credit,entailment
a longer loan duration,the customer is Bad credit,entailment
a higher loan amount,the customer is Bad credit,entailment
"and a shorter employment tenure, which indicate financial instability and potential risk",the customer is Bad credit,entailment
"The customer has several red flags, including a low balance in their checking account",the customer is Bad credit,entailment
a long loan duration,the customer is Bad credit,entailment
a high loan amount,the customer is Bad credit,entailment
a low balance in their saving account,the customer is Bad credit,entailment
"The customer's foreign worker status may also be a concern, as it could indicate a lack of financial stability in their home country",the customer is Bad credit,entailment
The customer has a good creditworthiness due to having a high balance in their checking account,the customer is Good credit,entailment
a loan duration shorter than 50% of all cases in the bank,the customer is Good credit,entailment
a loan amount lower than 50% of all cases in the bank,the customer is Good credit,entailment
a stable employment history between 1-4 years,the customer is Good credit,entailment
a low installment rate in percentage of disposable income,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
owning a car or other property,the customer is Good credit,entailment
no other installment plans,the customer is Good credit,entailment
owning their own housing,the customer is Good credit,entailment
having a job as a skilled employee or resident,the customer is Good credit,entailment
and having at least one person to provide maintenance,the customer is Good credit,entailment
"The only potential red flag is the customer being a foreign worker, but this attribute alone does not necessarily indicate bad creditworthiness",the customer is Good credit,entailment
"The customer has a good creditworthiness due to a combination of factors, including a high salary",the customer is Good credit,entailment
a long-term employment history,the customer is Good credit,entailment
a low installment rate as a percentage of disposable income,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
a stable housing situation,the customer is Good credit,entailment
and a registered telephone line under their name,the customer is Good credit,entailment
The customer has a high checking account balance,the customer is Good credit,entailment
a long-term loan assignment,the customer is Good credit,entailment
a low loan amount,the customer is Good credit,entailment
a high saving account balance,the customer is Good credit,entailment
a stable employment history,the customer is Good credit,entailment
a low installment rate,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
a property ownership,the customer is Good credit,entailment
a single household,the customer is Good credit,entailment
"and a job as a skilled employee or resident, which indicates a responsible financial behavior and a low risk of default",the customer is Good credit,entailment
"The customer's creditworthiness is classified as 'bad credit' due to the presence of several red flags, including a low balance in the saving account",the customer is Bad credit,entailment
a high loan amount,the customer is Bad credit,entailment
a short employment tenure,the customer is Bad credit,entailment
a high installment rate,the customer is Bad credit,entailment
and the customer being a foreign worker,the customer is Bad credit,entailment
"The customer's creditworthiness is deemed 'bad' due to a combination of factors, including a low savings account balance",the customer is Bad credit,entailment
a high installment rate as a percentage of disposable income,the customer is Bad credit,entailment
"and a lack of long-term employment stability, as indicated by the customer being a foreign worker and having a non-skilled job",the customer is Bad credit,entailment
"The customer is considered to have good credit due to a combination of factors, including a relatively short loan duration",the customer is Good credit,entailment
a lower loan amount compared to the average,the customer is Good credit,entailment
a stable employment history,the customer is Good credit,entailment
a low installment rate as a percentage of disposable income,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
a property ownership status,the customer is Good credit,entailment
and a registered telephone line under their name,the customer is Good credit,entailment
"The customer has a good creditworthiness due to a combination of factors, including a high savings account balance",the customer is Good credit,entailment
long-term employment,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
owning a property,the customer is Good credit,entailment
being a skilled employee or resident,the customer is Good credit,entailment
and having a registered telephone under their name,the customer is Good credit,entailment
"The customer's creditworthiness is deemed 'bad credit' due to the presence of several red flags, including a low balance in the saving account",the customer is Bad credit,entailment
a short employment tenure,the customer is Bad credit,entailment
a high installment rate as a percentage of disposable income,the customer is Bad credit,entailment
and a history of other debtors,the customer is Bad credit,entailment
The customer has demonstrated a stable financial status with a high balance in their checking account,the customer is Good credit,entailment
a long-term salary assignment,the customer is Good credit,entailment
a high savings account balance,the customer is Good credit,entailment
a long-term employment history,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
a property in a building society savings agreement or life insurance,the customer is Good credit,entailment
an age above the median,the customer is Good credit,entailment
no other installment plans,the customer is Good credit,entailment
homeownership,the customer is Good credit,entailment
a job as a skilled employee or resident,the customer is Good credit,entailment
sufficient household members to provide maintenance,the customer is Good credit,entailment
and a registered telephone under their name,the customer is Good credit,entailment
"The customer's creditworthiness is deemed 'bad' due to a combination of factors, including a low savings account balance",the customer is Bad credit,entailment
present employment that is shorter than 1 year,the customer is Bad credit,entailment
a high installment rate as a percentage of disposable income,the customer is Bad credit,entailment
and the customer being a foreign worker,the customer is Bad credit,entailment
"The customer's high loan installment rate, which is above 50% of all cases in the bank, indicates a potential inability to manage debt effectively",the customer is  bad credit,entailment
"Despite having a high balance in checking and savings accounts, a long employment history, and ownership of property, the excessive installment rate relative to their income suggests financial strain, leading to a lower creditworthiness assessment",the customer is  bad credit,entailment
The customer's negative checking account balance,the customer is  bad credit,entailment
unemployment status,the customer is  bad credit,entailment
"combined with a lack of property ownership and a young age, indicate a high risk of default",the customer is  bad credit,entailment
The absence of other debtors and installment plans does not compensate for the other negative indicators,the customer is  bad credit,entailment
"Additionally, being a foreign worker may introduce further uncertainty regarding long-term residency and income stability",the customer is  bad credit,entailment
a low savings account balance,the customer is  bad credit,entailment
"a loan amount higher than 50% of all cases (suggesting potential over-leveraging), and a telephone not registered under their name (which could imply a lack of official documentation or transparency)",the customer is  bad credit,entailment
"Additionally, being a foreign worker may introduce additional complexities in credit assessment",the customer is  bad credit,entailment
a low savings account balance,the customer is  bad credit,entailment
a high installment rate relative to disposable income,the customer is  bad credit,entailment
a co-applicant status for other debts,the customer is  bad credit,entailment
young age,the customer is  bad credit,entailment
"and a non-registered telephone, which collectively suggest a higher risk of default",the customer is  bad credit,entailment
"Additionally, being a foreign worker may introduce additional complexities in credit assessment",the customer is  bad credit,entailment
"Despite having a high checking account balance and owning property, these positive factors are overshadowed by the negative attributes that outweigh the creditworthiness",the customer is  bad credit,entailment
The customer exhibits several risk factors such as a low checking account balance,the customer is  bad credit,entailment
a high loan amount and loan duration relative to the bank's average,the customer is  bad credit,entailment
a high installment rate of disposable income,the customer is  bad credit,entailment
a short employment duration,the customer is  bad credit,entailment
and being a younger individual,the customer is  bad credit,entailment
"Additionally, the lack of a registered telephone and the status of being a foreign worker may further complicate creditworthiness assessment",the customer is  bad credit,entailment
"The high balance in the savings account and ownership of property are positive signs, but the overall profile suggests a higher risk of default",the customer is  bad credit,entailment
The customer exhibits several risk factors such as low balances in both checking and saving accounts,the customer is  bad credit,entailment
a loan duration and amount that are higher than average,the customer is  bad credit,entailment
and being younger than the median age of all cases,the customer is  bad credit,entailment
"Additionally, the customer is a foreign worker, which may impact creditworthiness due to potential unfamiliarity with local credit systems and potential legal or financial complexities",the customer is  bad credit,entailment
"The lack of skilled employment and the fact that the customer is liable for maintenance of others also suggest financial instability, further contributing to the assessment of bad credit",the customer is  bad credit,entailment
The customer's financial status indicates several risk factors such as a low savings account balance,the customer is  bad credit,entailment
a relatively short employment duration,the customer is  bad credit,entailment
"and being a younger demographic, which are all indicators of potential financial instability",the customer is  bad credit,entailment
"Additionally, the lack of a telephone registered under the customer's name and being a foreign worker could imply difficulties in verifying identity or financial history, further compounding the credit risk",the customer is  bad credit,entailment
"The absence of other debtors and installment plans is positive, but the combination of other negative attributes suggests a higher likelihood of bad credit",the customer is  bad credit,entailment
"The customer's loan amount is higher than 50% of all cases in the bank, indicating a potential risk for lenders",the customer is  bad credit,entailment
"Additionally, the customer is a foreign worker, which may complicate credit assessment due to potential legal and financial constraints",the customer is  bad credit,entailment
The age being younger than 50% of all cases could also imply less financial stability or experience,the customer is  bad credit,entailment
"Despite having a high balance in checking and saving accounts, and being employed for 1 to 4 years, the combination of these factors with the high loan amount and foreign status suggests a higher credit risk",the customer is  bad credit,entailment
The customer's profile indicates several risk factors such as being a foreign worker,the customer is  bad credit,entailment
having a telephone not registered under their name,the customer is  bad credit,entailment
"and being younger than 50% of all cases in the bank, which suggests a lack of established credit history",the customer is  bad credit,entailment
"Additionally, while they have a high balance in their savings account and own their housing, the presence of other liabilities and a relatively short employment duration further contribute to the assessment of bad credit",the customer is  bad credit,entailment
The loan duration and amount being lower than the majority of cases do not compensate for the other negative indicators,the customer is  bad credit,entailment
a low savings account balance suggests poor savings habits,the customer is  bad credit,entailment
a loan amount and duration that are higher than average could indicate over-leveraging,the customer is  bad credit,entailment
and a telephone not registered under the customer's name could imply a lack of official documentation or transparency,the customer is  bad credit,entailment
"Additionally, being a foreign worker might complicate credit history verification",the customer is  bad credit,entailment
"The combination of these factors, along with the lack of property ownership and a relatively short employment duration, points towards a higher risk of default",the customer is  bad credit,entailment
a low savings account balance,the customer is  bad credit,entailment
a high installment rate relative to disposable income,the customer is  bad credit,entailment
and the fact that they are a foreign worker with a telephone not registered under their name,the customer is  bad credit,entailment
"Additionally, the customer's age being younger than the median age of all cases in the bank suggests less financial stability",the customer is  bad credit,entailment
"The absence of other debtors and installment plans is positive, but the combination of these factors leads to the conclusion of 'bad credit'",the customer is  bad credit,entailment
The customer exhibits several risk factors such as low balances in both checking and saving accounts,the customer is  bad credit,entailment
a relatively short employment history,the customer is  bad credit,entailment
and a younger age demographic,the customer is  bad credit,entailment
"Additionally, being a foreign worker may introduce additional complexities in credit assessment",the customer is  bad credit,entailment
The customer exhibits several risk factors such as a low savings account balance,the customer is  bad credit,entailment
short-term employment,the customer is  bad credit,entailment
high installment rate relative to income,the customer is  bad credit,entailment
"and being a younger individual, which are indicative of potential financial instability and a higher risk of defaulting on credit obligations",the customer is  bad credit,entailment
"Additionally, being a foreign worker may introduce additional complexities in credit assessment due to potential legal and financial constraints",the customer is  bad credit,entailment
The absence of other debtors and installment plans does not compensate for the other negative indicators,the customer is  bad credit,entailment
"The customer's high loan amount and installment rate, which are above the median for the bank, indicate a higher risk of default",the customer is  bad credit,entailment
"Additionally, being a foreign worker may introduce additional complexities in credit assessment, further suggesting a lower creditworthiness",the customer is  bad credit,entailment
The customer exhibits several risk factors such as a low savings account balance,the customer is  bad credit,entailment
short-term employment,the customer is  bad credit,entailment
young age,the customer is  bad credit,entailment
"and lack of telephone registration under their name, which are indicative of potential financial instability and a higher risk of defaulting on financial obligations",the customer is  bad credit,entailment
"Additionally, being a foreign worker may also introduce additional complexities in credit assessment due to potential legal and financial constraints",the customer is  bad credit,entailment
