Premise,Hypothesis,Label
a long loan duration exceeding 50% of the bank's cases,the customer is Bad credit,entailment
a high loan amount exceeding 50% of the bank's cases,the customer is Bad credit,entailment
a low balance in their saving account,the customer is Bad credit,entailment
and a foreign worker status,the customer is Bad credit,entailment
"Short employment, Present employment is less than 1 year, indicating a lack of stability",the customer is Bad credit,entailment
"High installment rate, The installment rate is higher than 50% of all cases, suggesting a high debt burden relative to income",the customer is Bad credit,entailment
"Additionally, the customer's employment status is short, and they have a low balance in their saving account",the customer is Bad credit,entailment
"Furthermore, the customer's housing situation is unique, as they own their own home, which may suggest a lower risk of financial instability",the customer is Bad credit,entailment
"However, the customer's foreign worker status and lack of registered telephone under their name raise concerns about their financial stability and ability to manage debt",the customer is Bad credit,entailment
"The customer has a good creditworthiness due to meeting most of the criteria, including a high balance in their checking account",the customer is Good credit,entailment
a short loan duration,the customer is Good credit,entailment
a low loan amount,the customer is Good credit,entailment
a high balance in their saving account,the customer is Good credit,entailment
stable employment,the customer is Good credit,entailment
a low installment rate,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
a car as their primary property,the customer is Good credit,entailment
no other installment plans,the customer is Good credit,entailment
owning their housing,the customer is Good credit,entailment
a skilled job,the customer is Good credit,entailment
and no foreign worker status,the customer is Good credit,entailment
"The customer has a negative checking account balance, which indicates a lack of financial discipline and potential overspending",the customer is Bad credit,entailment
The customer has a good creditworthiness due to having a high balance in their checking account,the customer is Good credit,entailment
a long-term salary assignment,the customer is Good credit,entailment
a short loan duration,the customer is Good credit,entailment
a low loan amount,the customer is Good credit,entailment
a long-term employment,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
owning a property,the customer is Good credit,entailment
being older than 50% of the bank's average age,the customer is Good credit,entailment
no other installment plans,the customer is Good credit,entailment
owning a house,the customer is Good credit,entailment
having a skilled job,the customer is Good credit,entailment
having at least one person to provide maintenance,the customer is Good credit,entailment
The customer has a high checking account balance,the customer is Good credit,entailment
a long-term loan with a relatively short duration,the customer is Good credit,entailment
a low loan amount,the customer is Good credit,entailment
a high saving account balance,the customer is Good credit,entailment
stable employment,the customer is Good credit,entailment
a low installment rate,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
a property,the customer is Good credit,entailment
and is a skilled employee or resident,the customer is Good credit,entailment
"The customer has several red flags, including a low balance in their checking account",the customer is Bad credit,entailment
a high loan amount,the customer is Bad credit,entailment
a low balance in their saving account,the customer is Bad credit,entailment
"The customer has several red flags, including a low balance in their checking account",the customer is Bad credit,entailment
and a shorter employment duration,the customer is Bad credit,entailment
"However, the customer's high savings account balance and ownership of real estate may indicate some level of financial stability.",the customer is Bad credit,entailment
"The customer has several red flags, including a negative checking account balance",the customer is Bad credit,entailment
a loan amount higher than 50% of all cases in the bank,the customer is Bad credit,entailment
a low saving account balance,the customer is Bad credit,entailment
a relatively short employment tenure,the customer is Bad credit,entailment
and a lack of registered telephone under their name,the customer is Bad credit,entailment
"Additionally, the customer's job status as a skilled employee or resident, and the presence of foreign workers, do not outweigh the negative attributes",the customer is Bad credit,entailment
"The customer has several red flags, including a low balance in their checking account",the customer is Bad credit,entailment
a short loan duration,the customer is Bad credit,entailment
a high loan amount,the customer is Bad credit,entailment
a low balance in their saving account,the customer is Bad credit,entailment
"The customer has a good creditworthiness due to a combination of factors, including a high balance in their checking account",the customer is Good credit,entailment
a long-term salary assignment,the customer is Good credit,entailment
a short loan duration,the customer is Good credit,entailment
a low loan amount,the customer is Good credit,entailment
a high balance in their saving account,the customer is Good credit,entailment
long-term employment,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
age above the average,the customer is Good credit,entailment
no other installment plans,the customer is Good credit,entailment
a job as a skilled employee or resident,the customer is Good credit,entailment
sufficient family members to provide maintenance,the customer is Good credit,entailment
"The customer's creditworthiness is assessed as 'bad credit' due to the presence of several red flags, including a low balance in the saving account",the customer is Bad credit,entailment
present employment shorter than 1 year,the customer is Bad credit,entailment
a high installment rate in percentage of disposable income,the customer is Bad credit,entailment
and a foreign worker status,the customer is Bad credit,entailment
The customer has a high balance in their checking account,the customer is Good credit,entailment
They also have a steady employment history,the customer is Good credit,entailment
a low installment rate,the customer is Good credit,entailment
and no other debtors,the customer is Good credit,entailment
The customer has a good creditworthiness due to having a high balance in their checking account,the customer is Good credit,entailment
a loan duration shorter than 50% of all cases in the bank,the customer is Good credit,entailment
a loan amount lower than 50% of all cases in the bank,the customer is Good credit,entailment
a stable employment history between 1-4 years,the customer is Good credit,entailment
a low installment rate in percentage of disposable income,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
owning a car or other property,the customer is Good credit,entailment
being older than 50% of the bank's average age,the customer is Good credit,entailment
no other installment plans,the customer is Good credit,entailment
owning their own housing,the customer is Good credit,entailment
having a job as a skilled employee or resident,the customer is Good credit,entailment
having at least one person to provide maintenance,the customer is Good credit,entailment
and being registered for a telephone plan under their name.,the customer is Good credit,entailment
"The customer's creditworthiness is classified as 'bad credit' due to the presence of several red flags, including a low balance in the checking account",the customer is Bad credit,entailment
a low balance in the saving account,the customer is Bad credit,entailment
a high installment rate as a percentage of disposable income,the customer is Bad credit,entailment
and a lack of registration of the telephone under the customer's name,the customer is Bad credit,entailment
"The customer's creditworthiness is assessed as 'bad credit' due to the presence of several red flags, including a high loan amount",the customer is Bad credit,entailment
a long loan duration,the customer is Bad credit,entailment
a low installment rate as a percentage of disposable income,the customer is Bad credit,entailment
a non-registered telephone,the customer is Bad credit,entailment
and foreign worker status,the customer is Bad credit,entailment
The customer has a high savings account balance,the customer is Good credit,entailment
a relatively short loan duration,the customer is Good credit,entailment
a lower loan amount compared to the average,the customer is Good credit,entailment
a stable employment history,the customer is Good credit,entailment
a low installment rate as a percentage of disposable income,the customer is Good credit,entailment
no other debtors,the customer is Good credit,entailment
a car or other property,the customer is Good credit,entailment
no other installment plans,the customer is Good credit,entailment
owning their own home,the customer is Good credit,entailment
a job as a skilled employee or resident,the customer is Good credit,entailment
"The customer has several attributes that indicate a higher risk of default, such as a low balance in the checking account",the customer is Bad credit,entailment
a higher loan amount,the customer is Bad credit,entailment
and a low balance in the saving account,the customer is Bad credit,entailment
"However, the customer's age is above the average, and they have a job as a skilled employee or resident, which could be seen as a positive factor",the customer is Bad credit,entailment
"The customer has several red flags, including a negative checking account balance",the customer is Bad credit,entailment
a loan amount higher than 50% of all cases in the bank,the customer is Bad credit,entailment
a low saving account balance,the customer is Bad credit,entailment
and a telephone not registered under their name,the customer is Bad credit,entailment
"Additionally, the customer is a foreign worker, which may indicate financial instability or uncertainty",the customer is Bad credit,entailment
"The customer has several red flags, including a low savings account balance",the customer is Bad credit,entailment
present employment shorter than 1 year,the customer is Bad credit,entailment
and a skilled job position,the customer is  good credit,entailment
The absence of foreign worker status and a telephone under the customer's name do not directly impact creditworthiness,the customer is  good credit,entailment
"The loan duration and amount being lower than the median suggests a conservative borrowing approach, which is typically indicative of good credit management",the customer is  good credit,entailment
"The customer's age being younger than the median may suggest less time to establish a credit history, but the other factors combined suggest a strong financial standing and responsible credit behavior.",the customer is  good credit,entailment
The customer's negative checking account balance,the customer is  bad credit,entailment
low savings,the customer is  bad credit,entailment
"The absence of other debtors and the customer's ownership of real estate do not sufficiently offset these negative indicators, leading to the conclusion of bad credit",the customer is  bad credit,entailment
a low savings account balance suggests insufficient financial reserves,the customer is  bad credit,entailment
a high installment rate relative to disposable income indicates potential over-indebtedness,the customer is  bad credit,entailment
and the lack of telephone registration under the customer's name could imply a lack of official documentation or transparency,the customer is  bad credit,entailment
"Additionally, being a foreign worker might introduce additional complexities in credit assessment",the customer is  bad credit,entailment
These factors combined with the absence of other liabilities and the ownership of property suggest a higher risk profile,the customer is  bad credit,entailment
The customer's profile indicates several risk factors such as being a foreign worker,the customer is  bad credit,entailment
having a telephone not registered under their name,the customer is  bad credit,entailment
"and not owning their housing, which can imply less stability and commitment",the customer is  bad credit,entailment
"Additionally, while they have a high balance in their savings account and a stable employment status, the loan amount being lower than 50% of all cases and the loan duration being shorter than 50% of all cases suggest conservative borrowing behavior, which might not be enough to offset the other risk factors",the customer is  bad credit,entailment
"The absence of other debtors and installment plans is positive, but the combination of these attributes, especially the potential lack of long-term commitment to the country, leads to the assessment of 'bad credit'",the customer is  bad credit,entailment
The customer exhibits several risk factors such as low balances in both checking and saving accounts,the customer is  bad credit,entailment
a loan amount higher than the median,the customer is  bad credit,entailment
and being a foreign worker,the customer is  bad credit,entailment
The customer's financial status indicates several risk factors such as a low checking account balance,the customer is  bad credit,entailment
short employment duration,the customer is  bad credit,entailment
"Additionally, being older than the majority of the bank's clientele and having no other debtors could suggest a more conservative financial behavior",the customer is  bad credit,entailment
"While a high savings account balance and ownership of real estate are positive, the combination of these attributes with the other negative factors suggests a higher risk of default",the customer is  bad credit,entailment
"The customer's negative checking account balance, high loan amount, and low savings account indicate financial instability",the customer is  bad credit,entailment
The customer's younger age and the fact that they are a foreign worker with no telephone registered under their name further complicate their creditworthiness,the customer is  bad credit,entailment
"The absence of other debtors and the ownership of property are positive signs, but the combination of these negative attributes outweighs them",the customer is  bad credit,entailment
The customer exhibits several risk factors such as low balances in both checking and saving accounts,the customer is  bad credit,entailment
a loan amount higher than the median,the customer is  bad credit,entailment
and a young age below the median,the customer is  bad credit,entailment
"Additionally, the customer is a foreign worker, which may affect credit history recognition",the customer is  bad credit,entailment
"The customer's high installment rate relative to disposable income, combined with a lack of telephone registration under their name and being a foreign worker, outweighs the positive attributes of a high checking and saving account balance, long-term employment, and property ownership",the customer is  bad credit,entailment
The customer exhibits several risk factors such as a low savings account balance,the customer is  bad credit,entailment
short employment duration,the customer is  bad credit,entailment
high installment rate relative to income,the customer is  bad credit,entailment
young age,the customer is  bad credit,entailment
"and being a foreign worker, which collectively suggest a higher likelihood of financial instability and difficulty in meeting credit obligations",the customer is  bad credit,entailment
"Additionally, the lack of property ownership and the reliance on banks for installment plans without skilled employment further contribute to the assessment of poor creditworthiness",the customer is  bad credit,entailment
a low savings account balance suggests poor savings habits,the customer is  bad credit,entailment
a loan amount and duration that are higher than average could indicate over-leveraging,the customer is  bad credit,entailment
and a young age below the median age of all cases may imply a shorter credit history,the customer is  bad credit,entailment
"Additionally, the lack of property ownership and the presence of multiple liabilities with more than one person being responsible for maintenance further complicate the creditworthiness",the customer is  bad credit,entailment
The fact that the customer is a foreign worker might also affect credit assessment due to potential unfamiliarity with local credit systems,the customer is  bad credit,entailment
The customer's financial status indicates several risk factors such as a low savings account balance,the customer is  bad credit,entailment
a relatively short employment duration (1-4 years),the customer is  bad credit,entailment
The customer exhibits several risk factors such as low balances in both checking and saving accounts,the customer is  bad credit,entailment
a high installment rate relative to disposable income,the customer is  bad credit,entailment
a relatively short employment duration,the customer is  bad credit,entailment
"and being a younger demographic, which are indicative of potential financial instability and a higher risk of default",the customer is  bad credit,entailment
"Additionally, the lack of telephone registration under the customer's name and the status of being a foreign worker could further complicate creditworthiness assessments due to potential communication and legal issues",the customer is  bad credit,entailment
"The absence of other debtors and installment plans is a positive sign, but the combination of other negative attributes suggests a higher risk profile",the customer is  bad credit,entailment
"a high loan amount and installment rate relative to the bank's average, suggesting potential over-leveraging",the customer is  bad credit,entailment
"a telephone not registered under the customer's name, which could imply a lack of official documentation or transparency",the customer is  bad credit,entailment
"being a foreign worker, which may affect credit history recognition and stability",the customer is  bad credit,entailment
"and the age being younger than 50% of all cases, which could indicate a shorter credit history",the customer is  bad credit,entailment
"The combination of these factors, along with the absence of skilled employment and the potential for multiple liabilities due to the number of people being responsible for maintenance, outweighs the positive attributes such as a high balance in checking and savings accounts, long-term employment, and ownership of property",the customer is  bad credit,entailment
The customer's financial status indicates several risk factors such as a low checking account balance,the customer is  bad credit,entailment
and an age younger than 50% of all cases in the bank,the customer is  bad credit,entailment
"Although they have a high savings account balance, a stable job, and own their housing, the combination of these factors with a low loan duration and amount, along with a younger age demographic, suggests a higher risk of default",the customer is  bad credit,entailment
"The absence of other debtors and installment plans is positive, but the overall profile leans towards a higher credit risk",the customer is  bad credit,entailment
The customer exhibits several risk factors such as low balances in both checking and saving accounts,the customer is  bad credit,entailment
a loan amount higher than the median,the customer is  bad credit,entailment
"Additionally, the customer's age being above the median and the status of being a foreign worker may indicate less established credit history in the local market",the customer is  bad credit,entailment
The customer's negative checking account balance,the customer is  bad credit,entailment
high loan amount,the customer is  bad credit,entailment
and low savings account indicate financial instability,the customer is  bad credit,entailment
"Additionally, the fact that the customer is a younger individual and a foreign worker without a registered telephone further suggests a lack of established credit history and potential difficulties in maintaining consistent employment, which are risk factors for poor creditworthiness",the customer is  bad credit,entailment
The absence of other debtors and installment plans does not compensate for the other negative indicators,the customer is  bad credit,entailment
"Additionally, the customer's status as a foreign worker and unregistered telephone may indicate less established financial history in the bank's records, further complicating creditworthiness assessment",the customer is  bad credit,entailment
